States,Years,Quarter,Pincodes,Transaction_count,Transaction_amount
Andaman & Nicobar,2020,2,744301.0,3,565
Andaman & Nicobar,2020,2,744104.0,2,513
Andaman & Nicobar,2020,2,744101.0,1,282
Andaman & Nicobar,2020,3,744112.0,9,3432
Andaman & Nicobar,2020,3,744105.0,7,3948
Andaman & Nicobar,2020,3,744101.0,5,2194
Andaman & Nicobar,2020,3,744206.0,4,1620
Andaman & Nicobar,2020,3,744107.0,3,1095
Andaman & Nicobar,2020,3,744103.0,3,947
Andaman & Nicobar,2020,3,744302.0,3,562
Andaman & Nicobar,2020,3,744211.0,2,101
Andaman & Nicobar,2020,3,744301.0,2,886
Andaman & Nicobar,2020,3,744102.0,2,314
Andaman & Nicobar,2020,4,744105.0,25,25659
Andaman & Nicobar,2020,4,744101.0,23,29686
Andaman & Nicobar,2020,4,744103.0,18,24904
Andaman & Nicobar,2020,4,744102.0,17,25073
Andaman & Nicobar,2020,4,744112.0,8,10459
Andaman & Nicobar,2020,4,744106.0,6,4840
Andaman & Nicobar,2020,4,744204.0,6,11659
Andaman & Nicobar,2020,4,744104.0,4,10271
Andaman & Nicobar,2020,4,744206.0,3,100
Andaman & Nicobar,2020,4,744205.0,3,5235
Andaman & Nicobar,2021,1,744105.0,47,53060
Andaman & Nicobar,2021,1,744103.0,35,39985
Andaman & Nicobar,2021,1,744101.0,33,24571
Andaman & Nicobar,2021,1,744204.0,25,29635
Andaman & Nicobar,2021,1,744202.0,12,17588
Andaman & Nicobar,2021,1,744102.0,12,14085
Andaman & Nicobar,2021,1,744104.0,9,7310
Andaman & Nicobar,2021,1,744107.0,8,9253
Andaman & Nicobar,2021,1,744205.0,7,11223
Andaman & Nicobar,2021,1,744301.0,7,6612
Andaman & Nicobar,2021,2,744103.0,36,33716
Andaman & Nicobar,2021,2,744101.0,17,19787
Andaman & Nicobar,2021,2,744105.0,15,17163
Andaman & Nicobar,2021,2,744102.0,13,10326
Andaman & Nicobar,2021,2,744204.0,10,10557
Andaman & Nicobar,2021,2,744107.0,8,11459
Andaman & Nicobar,2021,2,744202.0,6,9766
Andaman & Nicobar,2021,2,744104.0,6,8889
Andaman & Nicobar,2021,2,744205.0,6,12669
Andaman & Nicobar,2021,2,744210.0,4,9430
Andaman & Nicobar,2021,3,744105.0,70,82425
Andaman & Nicobar,2021,3,744103.0,44,53909
Andaman & Nicobar,2021,3,744101.0,26,29601
Andaman & Nicobar,2021,3,744102.0,14,20616
Andaman & Nicobar,2021,3,744204.0,13,20075
Andaman & Nicobar,2021,3,744202.0,11,18134
Andaman & Nicobar,2021,3,744112.0,11,14406
Andaman & Nicobar,2021,3,744302.0,8,7247
Andaman & Nicobar,2021,3,744107.0,6,6406
Andaman & Nicobar,2021,3,744104.0,6,2221
Andaman & Nicobar,2021,4,744105.0,194,232344
Andaman & Nicobar,2021,4,744101.0,159,211326
Andaman & Nicobar,2021,4,744103.0,133,168668
Andaman & Nicobar,2021,4,744102.0,66,68931
Andaman & Nicobar,2021,4,744301.0,32,53658
Andaman & Nicobar,2021,4,744204.0,31,102213
Andaman & Nicobar,2021,4,744104.0,24,31069
Andaman & Nicobar,2021,4,744112.0,22,38599
Andaman & Nicobar,2021,4,744202.0,21,23016
Andaman & Nicobar,2021,4,744205.0,13,30437
Andaman & Nicobar,2022,1,744103.0,174,226181
Andaman & Nicobar,2022,1,744101.0,149,204646
Andaman & Nicobar,2022,1,744105.0,137,218321
Andaman & Nicobar,2022,1,744102.0,102,147402
Andaman & Nicobar,2022,1,744112.0,36,39197
Andaman & Nicobar,2022,1,744104.0,33,35406
Andaman & Nicobar,2022,1,744107.0,28,36877
Andaman & Nicobar,2022,1,744207.0,19,50799
Andaman & Nicobar,2022,1,744301.0,16,33406
Andaman & Nicobar,2022,1,744205.0,15,29159
Andaman & Nicobar,2022,2,744103.0,97,156861
Andaman & Nicobar,2022,2,744101.0,87,121168
Andaman & Nicobar,2022,2,744105.0,78,137418
Andaman & Nicobar,2022,2,744102.0,62,58453
Andaman & Nicobar,2022,2,744104.0,26,32107
Andaman & Nicobar,2022,2,744107.0,22,52244
Andaman & Nicobar,2022,2,744211.0,19,25543
Andaman & Nicobar,2022,2,744112.0,18,24391
Andaman & Nicobar,2022,2,744301.0,14,28331
Andaman & Nicobar,2022,2,744202.0,13,20817
Andaman & Nicobar,2022,3,744103.0,151,198569
Andaman & Nicobar,2022,3,744101.0,119,151539
Andaman & Nicobar,2022,3,744105.0,101,106324
Andaman & Nicobar,2022,3,744102.0,76,102757
Andaman & Nicobar,2022,3,744104.0,31,35790
Andaman & Nicobar,2022,3,744301.0,27,67604
Andaman & Nicobar,2022,3,744202.0,27,53016
Andaman & Nicobar,2022,3,744205.0,17,34250
Andaman & Nicobar,2022,3,744107.0,16,29251
Andaman & Nicobar,2022,3,744204.0,11,17184
Andaman & Nicobar,2022,4,744103.0,199,299036
Andaman & Nicobar,2022,4,744105.0,166,253344
Andaman & Nicobar,2022,4,744101.0,146,163498
Andaman & Nicobar,2022,4,744102.0,80,98862
Andaman & Nicobar,2022,4,744202.0,43,68397
Andaman & Nicobar,2022,4,744107.0,38,73829
Andaman & Nicobar,2022,4,744104.0,31,55827
Andaman & Nicobar,2022,4,744205.0,27,56611
Andaman & Nicobar,2022,4,744211.0,27,59500
Andaman & Nicobar,2022,4,744112.0,25,42024
Andaman & Nicobar,2023,1,744103.0,236,286594
Andaman & Nicobar,2023,1,744101.0,206,233281
Andaman & Nicobar,2023,1,744105.0,164,256300
Andaman & Nicobar,2023,1,744102.0,117,134841
Andaman & Nicobar,2023,1,744107.0,30,54849
Andaman & Nicobar,2023,1,744301.0,30,58745
Andaman & Nicobar,2023,1,744112.0,29,49945
Andaman & Nicobar,2023,1,744202.0,29,64193
Andaman & Nicobar,2023,1,744205.0,27,40580
Andaman & Nicobar,2023,1,744211.0,24,29149
Andaman & Nicobar,2023,2,744103.0,171,341853
Andaman & Nicobar,2023,2,744105.0,166,255069
Andaman & Nicobar,2023,2,744101.0,134,189989
Andaman & Nicobar,2023,2,744102.0,82,101875
Andaman & Nicobar,2023,2,744104.0,27,34345
Andaman & Nicobar,2023,2,744301.0,25,41299
Andaman & Nicobar,2023,2,744207.0,22,43459
Andaman & Nicobar,2023,2,744112.0,21,20427
Andaman & Nicobar,2023,2,744107.0,20,24693
Andaman & Nicobar,2023,2,744205.0,17,31404
Andaman & Nicobar,2023,3,744103.0,191,306744
Andaman & Nicobar,2023,3,744105.0,147,212575
Andaman & Nicobar,2023,3,744101.0,143,213581
Andaman & Nicobar,2023,3,744102.0,100,120875
Andaman & Nicobar,2023,3,744202.0,35,60750
Andaman & Nicobar,2023,3,744104.0,30,50544
Andaman & Nicobar,2023,3,744112.0,26,46075
Andaman & Nicobar,2023,3,744301.0,18,34636
Andaman & Nicobar,2023,3,744205.0,16,25131
Andaman & Nicobar,2023,3,744302.0,16,24369
Andaman & Nicobar,2023,4,744103.0,268,415144
Andaman & Nicobar,2023,4,744105.0,214,372312
Andaman & Nicobar,2023,4,744101.0,181,241849
Andaman & Nicobar,2023,4,744102.0,121,161224
Andaman & Nicobar,2023,4,744104.0,64,80581
Andaman & Nicobar,2023,4,744112.0,50,50671
Andaman & Nicobar,2023,4,744107.0,42,71047
Andaman & Nicobar,2023,4,744202.0,36,60749
Andaman & Nicobar,2023,4,744301.0,24,52732
Andaman & Nicobar,2023,4,744205.0,23,38962
Andaman & Nicobar,2024,1,744103.0,302,456306
Andaman & Nicobar,2024,1,744105.0,249,331342
Andaman & Nicobar,2024,1,744101.0,223,287339
Andaman & Nicobar,2024,1,744102.0,141,182213
Andaman & Nicobar,2024,1,744202.0,59,110482
Andaman & Nicobar,2024,1,744104.0,59,84757
Andaman & Nicobar,2024,1,744112.0,52,62867
Andaman & Nicobar,2024,1,744107.0,52,73449
Andaman & Nicobar,2024,1,744207.0,40,62007
Andaman & Nicobar,2024,1,744205.0,28,38204
Andaman & Nicobar,2024,2,744103.0,285,438830
Andaman & Nicobar,2024,2,744105.0,199,276393
Andaman & Nicobar,2024,2,744101.0,157,251503
Andaman & Nicobar,2024,2,744102.0,133,203605
Andaman & Nicobar,2024,2,744112.0,49,77583
Andaman & Nicobar,2024,2,744104.0,49,91213
Andaman & Nicobar,2024,2,744107.0,34,52311
Andaman & Nicobar,2024,2,744202.0,28,41210
Andaman & Nicobar,2024,2,744211.0,28,43685
Andaman & Nicobar,2024,2,744302.0,27,37685
Andaman & Nicobar,2024,3,744103.0,359,554559
Andaman & Nicobar,2024,3,744102.0,196,248439
Andaman & Nicobar,2024,3,744105.0,151,221959
Andaman & Nicobar,2024,3,744104.0,95,128652
Andaman & Nicobar,2024,3,744101.0,92,145811
Andaman & Nicobar,2024,3,744106.0,54,84623
Andaman & Nicobar,2024,3,744202.0,45,67769
Andaman & Nicobar,2024,3,744207.0,25,27399
Andaman & Nicobar,2024,3,744302.0,24,28210
Andaman & Nicobar,2024,3,744301.0,20,28067
Andaman & Nicobar,2024,4,744103.0,369,521509
Andaman & Nicobar,2024,4,744102.0,165,228528
Andaman & Nicobar,2024,4,744105.0,161,268432
Andaman & Nicobar,2024,4,744104.0,129,250205
Andaman & Nicobar,2024,4,744101.0,90,117544
Andaman & Nicobar,2024,4,744202.0,65,107445
Andaman & Nicobar,2024,4,744106.0,53,90277
Andaman & Nicobar,2024,4,744301.0,50,86256
Andaman & Nicobar,2024,4,744107.0,26,55695
Andaman & Nicobar,2024,4,744204.0,24,45960
Andhra Pradesh,2020,2,515001.0,540,86088
Andhra Pradesh,2020,2,515004.0,437,71761
Andhra Pradesh,2020,2,516360.0,339,55455
Andhra Pradesh,2020,2,516001.0,322,50705
Andhra Pradesh,2020,2,533005.0,301,46454
Andhra Pradesh,2020,2,517002.0,279,43236
Andhra Pradesh,2020,2,530016.0,262,41153
Andhra Pradesh,2020,2,517501.0,259,43013
Andhra Pradesh,2020,2,533103.0,258,43311
Andhra Pradesh,2020,2,515671.0,250,43610
Andhra Pradesh,2020,3,535003.0,968,195870
Andhra Pradesh,2020,3,524004.0,795,165322
Andhra Pradesh,2020,3,517501.0,777,172113
Andhra Pradesh,2020,3,517507.0,776,201732
Andhra Pradesh,2020,3,516001.0,746,161284
Andhra Pradesh,2020,3,524002.0,663,143659
Andhra Pradesh,2020,3,530016.0,661,156016
Andhra Pradesh,2020,3,524003.0,608,128862
Andhra Pradesh,2020,3,520010.0,542,116222
Andhra Pradesh,2020,3,516360.0,532,135236
Andhra Pradesh,2020,4,515001.0,292,120291
Andhra Pradesh,2020,4,516001.0,260,110284
Andhra Pradesh,2020,4,517501.0,234,139080
Andhra Pradesh,2020,4,530016.0,233,101891
Andhra Pradesh,2020,4,517507.0,228,123376
Andhra Pradesh,2020,4,530026.0,215,132499
Andhra Pradesh,2020,4,524002.0,211,99952
Andhra Pradesh,2020,4,522004.0,201,102846
Andhra Pradesh,2020,4,522001.0,196,110129
Andhra Pradesh,2020,4,522003.0,181,79955
Andhra Pradesh,2021,1,530016.0,287,144342
Andhra Pradesh,2021,1,516001.0,258,130242
Andhra Pradesh,2021,1,530026.0,250,114038
Andhra Pradesh,2021,1,517501.0,249,105904
Andhra Pradesh,2021,1,520010.0,224,135466
Andhra Pradesh,2021,1,517507.0,215,169433
Andhra Pradesh,2021,1,522001.0,210,85999
Andhra Pradesh,2021,1,520012.0,178,127092
Andhra Pradesh,2021,1,524002.0,178,100699
Andhra Pradesh,2021,1,520011.0,177,70827
Andhra Pradesh,2021,2,523002.0,1409,631953
Andhra Pradesh,2021,2,523001.0,537,293906
Andhra Pradesh,2021,2,517501.0,374,208258
Andhra Pradesh,2021,2,517507.0,347,265432
Andhra Pradesh,2021,2,530016.0,323,204624
Andhra Pradesh,2021,2,534002.0,293,124158
Andhra Pradesh,2021,2,534006.0,284,112884
Andhra Pradesh,2021,2,515001.0,271,168382
Andhra Pradesh,2021,2,516001.0,268,144765
Andhra Pradesh,2021,2,524002.0,262,130466
Andhra Pradesh,2021,3,520010.0,299,246736
Andhra Pradesh,2021,3,520011.0,283,194552
Andhra Pradesh,2021,3,517507.0,282,246665
Andhra Pradesh,2021,3,516001.0,281,218927
Andhra Pradesh,2021,3,517501.0,281,190890
Andhra Pradesh,2021,3,530026.0,276,201084
Andhra Pradesh,2021,3,520001.0,252,185104
Andhra Pradesh,2021,3,530016.0,247,181981
Andhra Pradesh,2021,3,520007.0,234,183730
Andhra Pradesh,2021,3,524004.0,230,154696
Andhra Pradesh,2021,4,524004.0,568,468698
Andhra Pradesh,2021,4,524002.0,373,385590
Andhra Pradesh,2021,4,517501.0,372,394057
Andhra Pradesh,2021,4,517507.0,365,376592
Andhra Pradesh,2021,4,516001.0,301,298417
Andhra Pradesh,2021,4,530016.0,293,386711
Andhra Pradesh,2021,4,520010.0,254,242094
Andhra Pradesh,2021,4,522001.0,249,252587
Andhra Pradesh,2021,4,530026.0,238,269565
Andhra Pradesh,2021,4,520011.0,235,238426
Andhra Pradesh,2022,1,523001.0,501,553651
Andhra Pradesh,2022,1,523002.0,418,422786
Andhra Pradesh,2022,1,524004.0,365,352581
Andhra Pradesh,2022,1,517507.0,361,617403
Andhra Pradesh,2022,1,517501.0,352,477461
Andhra Pradesh,2022,1,530016.0,349,394098
Andhra Pradesh,2022,1,516001.0,346,403725
Andhra Pradesh,2022,1,530026.0,307,312518
Andhra Pradesh,2022,1,520010.0,297,370767
Andhra Pradesh,2022,1,520007.0,294,413180
Andhra Pradesh,2022,2,520010.0,394,411471
Andhra Pradesh,2022,2,530016.0,379,457895
Andhra Pradesh,2022,2,517507.0,376,510705
Andhra Pradesh,2022,2,517501.0,363,390709
Andhra Pradesh,2022,2,520011.0,359,347013
Andhra Pradesh,2022,2,524002.0,347,400810
Andhra Pradesh,2022,2,516001.0,344,354936
Andhra Pradesh,2022,2,523001.0,336,298809
Andhra Pradesh,2022,2,523002.0,318,410402
Andhra Pradesh,2022,2,520007.0,306,355690
Andhra Pradesh,2022,3,524002.0,485,506293
Andhra Pradesh,2022,3,517507.0,478,633331
Andhra Pradesh,2022,3,517501.0,477,602653
Andhra Pradesh,2022,3,520010.0,463,496114
Andhra Pradesh,2022,3,520011.0,444,463855
Andhra Pradesh,2022,3,516001.0,443,510288
Andhra Pradesh,2022,3,530026.0,421,437652
Andhra Pradesh,2022,3,530016.0,420,408060
Andhra Pradesh,2022,3,520001.0,411,343460
Andhra Pradesh,2022,3,524004.0,392,408836
Andhra Pradesh,2022,4,517507.0,596,856272
Andhra Pradesh,2022,4,516001.0,550,602897
Andhra Pradesh,2022,4,517501.0,543,549451
Andhra Pradesh,2022,4,523002.0,488,441856
Andhra Pradesh,2022,4,530016.0,457,650737
Andhra Pradesh,2022,4,517326.0,416,288926
Andhra Pradesh,2022,4,524002.0,416,588408
Andhra Pradesh,2022,4,520011.0,413,432671
Andhra Pradesh,2022,4,522001.0,407,369435
Andhra Pradesh,2022,4,530026.0,407,458462
Andhra Pradesh,2023,1,517507.0,468,848915
Andhra Pradesh,2023,1,530016.0,463,635433
Andhra Pradesh,2023,1,517501.0,456,788976
Andhra Pradesh,2023,1,520011.0,407,518326
Andhra Pradesh,2023,1,516001.0,396,538812
Andhra Pradesh,2023,1,524002.0,383,483768
Andhra Pradesh,2023,1,520010.0,377,446022
Andhra Pradesh,2023,1,530026.0,367,455958
Andhra Pradesh,2023,1,520012.0,353,481246
Andhra Pradesh,2023,1,520007.0,345,417747
Andhra Pradesh,2023,2,517507.0,616,969092
Andhra Pradesh,2023,2,517501.0,537,696700
Andhra Pradesh,2023,2,520010.0,472,547680
Andhra Pradesh,2023,2,530016.0,452,526796
Andhra Pradesh,2023,2,520007.0,433,549179
Andhra Pradesh,2023,2,524002.0,412,546644
Andhra Pradesh,2023,2,520011.0,405,443320
Andhra Pradesh,2023,2,520001.0,394,377868
Andhra Pradesh,2023,2,524004.0,371,636260
Andhra Pradesh,2023,2,516001.0,370,505187
Andhra Pradesh,2023,3,517507.0,681,926705
Andhra Pradesh,2023,3,517501.0,589,770236
Andhra Pradesh,2023,3,530016.0,577,720125
Andhra Pradesh,2023,3,520010.0,533,663947
Andhra Pradesh,2023,3,520007.0,527,675611
Andhra Pradesh,2023,3,520011.0,524,479426
Andhra Pradesh,2023,3,530026.0,520,483441
Andhra Pradesh,2023,3,524002.0,482,536352
Andhra Pradesh,2023,3,524004.0,431,581425
Andhra Pradesh,2023,3,516001.0,412,534212
Andhra Pradesh,2023,4,530016.0,563,837356
Andhra Pradesh,2023,4,517507.0,557,1066470
Andhra Pradesh,2023,4,530026.0,495,565504
Andhra Pradesh,2023,4,517501.0,453,752992
Andhra Pradesh,2023,4,524002.0,434,553778
Andhra Pradesh,2023,4,520011.0,412,463576
Andhra Pradesh,2023,4,520007.0,407,516110
Andhra Pradesh,2023,4,520010.0,389,513516
Andhra Pradesh,2023,4,530046.0,378,607798
Andhra Pradesh,2023,4,520001.0,369,418525
Andhra Pradesh,2024,1,530016.0,548,763795
Andhra Pradesh,2024,1,517507.0,531,915457
Andhra Pradesh,2024,1,517501.0,494,749467
Andhra Pradesh,2024,1,520010.0,480,529119
Andhra Pradesh,2024,1,530026.0,466,524957
Andhra Pradesh,2024,1,517326.0,439,244562
Andhra Pradesh,2024,1,520007.0,432,691745
Andhra Pradesh,2024,1,524002.0,428,666708
Andhra Pradesh,2024,1,530046.0,386,614874
Andhra Pradesh,2024,1,520011.0,372,445394
Andhra Pradesh,2024,2,530016.0,567,878988
Andhra Pradesh,2024,2,517507.0,515,883412
Andhra Pradesh,2024,2,517501.0,467,775196
Andhra Pradesh,2024,2,530014.0,418,347441
Andhra Pradesh,2024,2,524002.0,412,646264
Andhra Pradesh,2024,2,530026.0,406,395729
Andhra Pradesh,2024,2,520010.0,402,511790
Andhra Pradesh,2024,2,530046.0,376,611203
Andhra Pradesh,2024,2,524004.0,363,574695
Andhra Pradesh,2024,2,520007.0,354,541505
Andhra Pradesh,2024,3,517501.0,868,1419641
Andhra Pradesh,2024,3,520007.0,661,985453
Andhra Pradesh,2024,3,530016.0,628,845789
Andhra Pradesh,2024,3,530026.0,598,723683
Andhra Pradesh,2024,3,520003.0,580,699162
Andhra Pradesh,2024,3,520010.0,570,767188
Andhra Pradesh,2024,3,533005.0,499,834104
Andhra Pradesh,2024,3,524002.0,475,590274
Andhra Pradesh,2024,3,530046.0,452,675824
Andhra Pradesh,2024,3,517507.0,424,701647
Andhra Pradesh,2024,4,517501.0,927,1356884
Andhra Pradesh,2024,4,520010.0,875,1098456
Andhra Pradesh,2024,4,520007.0,858,1109088
Andhra Pradesh,2024,4,520003.0,855,829766
Andhra Pradesh,2024,4,530026.0,731,867397
Andhra Pradesh,2024,4,530016.0,712,880040
Andhra Pradesh,2024,4,523001.0,634,752920
Andhra Pradesh,2024,4,524002.0,626,807213
Andhra Pradesh,2024,4,530046.0,556,794395
Andhra Pradesh,2024,4,520001.0,540,521557
Arunachal Pradesh,2020,2,791113.0,21,3445
Arunachal Pradesh,2020,2,791110.0,6,1304
Arunachal Pradesh,2020,2,791001.0,5,1124
Arunachal Pradesh,2020,2,792056.0,5,1064
Arunachal Pradesh,2020,2,792130.0,4,744
Arunachal Pradesh,2020,2,791109.0,3,811
Arunachal Pradesh,2020,2,792120.0,3,739
Arunachal Pradesh,2020,2,790104.0,3,827
Arunachal Pradesh,2020,2,791111.0,3,744
Arunachal Pradesh,2020,2,792103.0,2,939
Arunachal Pradesh,2020,3,791110.0,21,4213
Arunachal Pradesh,2020,3,791102.0,19,9111
Arunachal Pradesh,2020,3,791111.0,17,5506
Arunachal Pradesh,2020,3,791112.0,10,2281
Arunachal Pradesh,2020,3,791001.0,6,2236
Arunachal Pradesh,2020,3,791123.0,6,1540
Arunachal Pradesh,2020,3,791113.0,6,2236
Arunachal Pradesh,2020,3,790116.0,6,1512
Arunachal Pradesh,2020,3,792001.0,5,796
Arunachal Pradesh,2020,3,792110.0,4,843
Arunachal Pradesh,2020,4,791113.0,18,5383
Arunachal Pradesh,2020,4,791110.0,13,7819
Arunachal Pradesh,2020,4,791111.0,10,4999
Arunachal Pradesh,2020,4,792110.0,9,1981
Arunachal Pradesh,2020,4,791102.0,8,5359
Arunachal Pradesh,2020,4,790003.0,6,10016
Arunachal Pradesh,2020,4,790001.0,5,4355
Arunachal Pradesh,2020,4,790105.0,4,5434
Arunachal Pradesh,2020,4,790104.0,4,2973
Arunachal Pradesh,2020,4,791109.0,4,888
Arunachal Pradesh,2021,1,791110.0,21,32836
Arunachal Pradesh,2021,1,791111.0,18,6658
Arunachal Pradesh,2021,1,791102.0,17,8055
Arunachal Pradesh,2021,1,791113.0,16,9549
Arunachal Pradesh,2021,1,792103.0,11,1983
Arunachal Pradesh,2021,1,792001.0,9,2577
Arunachal Pradesh,2021,1,790104.0,9,8819
Arunachal Pradesh,2021,1,790116.0,7,3646
Arunachal Pradesh,2021,1,791122.0,7,4237
Arunachal Pradesh,2021,1,791001.0,7,3690
Arunachal Pradesh,2021,2,791110.0,26,14352
Arunachal Pradesh,2021,2,791001.0,20,15346
Arunachal Pradesh,2021,2,791111.0,15,39804
Arunachal Pradesh,2021,2,792103.0,14,9960
Arunachal Pradesh,2021,2,792110.0,14,8091
Arunachal Pradesh,2021,2,792001.0,12,19837
Arunachal Pradesh,2021,2,791113.0,10,4357
Arunachal Pradesh,2021,2,791120.0,10,4236
Arunachal Pradesh,2021,2,791109.0,9,9677
Arunachal Pradesh,2021,2,791112.0,8,20976
Arunachal Pradesh,2021,3,791001.0,21,57300
Arunachal Pradesh,2021,3,791102.0,20,30911
Arunachal Pradesh,2021,3,791111.0,20,62172
Arunachal Pradesh,2021,3,791110.0,16,18773
Arunachal Pradesh,2021,3,792103.0,15,35018
Arunachal Pradesh,2021,3,790116.0,13,12529
Arunachal Pradesh,2021,3,792110.0,13,11845
Arunachal Pradesh,2021,3,792129.0,10,25474
Arunachal Pradesh,2021,3,792001.0,7,12333
Arunachal Pradesh,2021,3,791120.0,6,11875
Arunachal Pradesh,2021,4,791110.0,44,84245
Arunachal Pradesh,2021,4,791111.0,31,62422
Arunachal Pradesh,2021,4,791113.0,23,42208
Arunachal Pradesh,2021,4,791001.0,17,27105
Arunachal Pradesh,2021,4,792103.0,16,24037
Arunachal Pradesh,2021,4,790001.0,14,19900
Arunachal Pradesh,2021,4,791109.0,14,15990
Arunachal Pradesh,2021,4,790104.0,13,18120
Arunachal Pradesh,2021,4,792130.0,12,30185
Arunachal Pradesh,2021,4,792110.0,11,12440
Arunachal Pradesh,2022,1,791111.0,51,124161
Arunachal Pradesh,2022,1,791110.0,34,58358
Arunachal Pradesh,2022,1,791113.0,29,95648
Arunachal Pradesh,2022,1,791102.0,21,46778
Arunachal Pradesh,2022,1,790116.0,21,42054
Arunachal Pradesh,2022,1,792129.0,14,55170
Arunachal Pradesh,2022,1,792001.0,13,22997
Arunachal Pradesh,2022,1,791109.0,12,12811
Arunachal Pradesh,2022,1,792056.0,10,13617
Arunachal Pradesh,2022,1,792110.0,10,17012
Arunachal Pradesh,2022,2,791110.0,97,272742
Arunachal Pradesh,2022,2,791111.0,95,210496
Arunachal Pradesh,2022,2,791113.0,59,126741
Arunachal Pradesh,2022,2,791109.0,30,77784
Arunachal Pradesh,2022,2,791102.0,25,94817
Arunachal Pradesh,2022,2,791001.0,24,54485
Arunachal Pradesh,2022,2,790104.0,22,55603
Arunachal Pradesh,2022,2,792001.0,17,45749
Arunachal Pradesh,2022,2,791123.0,15,22207
Arunachal Pradesh,2022,2,791112.0,14,42189
Arunachal Pradesh,2022,3,791111.0,98,283474
Arunachal Pradesh,2022,3,791110.0,67,151232
Arunachal Pradesh,2022,3,791102.0,32,53678
Arunachal Pradesh,2022,3,791109.0,29,36024
Arunachal Pradesh,2022,3,791113.0,25,56908
Arunachal Pradesh,2022,3,790104.0,19,97783
Arunachal Pradesh,2022,3,791001.0,18,88301
Arunachal Pradesh,2022,3,791123.0,17,38512
Arunachal Pradesh,2022,3,792110.0,17,26960
Arunachal Pradesh,2022,3,790102.0,15,25996
Arunachal Pradesh,2022,4,791111.0,86,169298
Arunachal Pradesh,2022,4,791110.0,80,153335
Arunachal Pradesh,2022,4,791102.0,29,52395
Arunachal Pradesh,2022,4,791001.0,28,60464
Arunachal Pradesh,2022,4,791113.0,27,98039
Arunachal Pradesh,2022,4,792001.0,25,50628
Arunachal Pradesh,2022,4,792103.0,24,54947
Arunachal Pradesh,2022,4,792110.0,23,56348
Arunachal Pradesh,2022,4,790104.0,23,65530
Arunachal Pradesh,2022,4,791112.0,22,42213
Arunachal Pradesh,2023,1,791110.0,74,172651
Arunachal Pradesh,2023,1,791111.0,56,229802
Arunachal Pradesh,2023,1,791113.0,42,107932
Arunachal Pradesh,2023,1,791102.0,39,77754
Arunachal Pradesh,2023,1,790104.0,36,151958
Arunachal Pradesh,2023,1,791001.0,31,92735
Arunachal Pradesh,2023,1,790116.0,19,46603
Arunachal Pradesh,2023,1,791109.0,17,26106
Arunachal Pradesh,2023,1,792110.0,17,32562
Arunachal Pradesh,2023,1,792121.0,17,56453
Arunachal Pradesh,2023,2,791110.0,94,280971
Arunachal Pradesh,2023,2,791111.0,61,210621
Arunachal Pradesh,2023,2,791113.0,48,172799
Arunachal Pradesh,2023,2,791102.0,43,133976
Arunachal Pradesh,2023,2,792103.0,30,79156
Arunachal Pradesh,2023,2,791001.0,30,89674
Arunachal Pradesh,2023,2,791123.0,29,41320
Arunachal Pradesh,2023,2,792110.0,29,51944
Arunachal Pradesh,2023,2,790104.0,26,101946
Arunachal Pradesh,2023,2,792001.0,25,53846
Arunachal Pradesh,2023,3,791110.0,91,197412
Arunachal Pradesh,2023,3,791111.0,76,203612
Arunachal Pradesh,2023,3,791102.0,48,106325
Arunachal Pradesh,2023,3,791113.0,45,145263
Arunachal Pradesh,2023,3,792110.0,39,140365
Arunachal Pradesh,2023,3,792103.0,33,50413
Arunachal Pradesh,2023,3,791123.0,30,62165
Arunachal Pradesh,2023,3,790104.0,28,89165
Arunachal Pradesh,2023,3,792129.0,26,82497
Arunachal Pradesh,2023,3,791109.0,26,45255
Arunachal Pradesh,2023,4,791110.0,106,279822
Arunachal Pradesh,2023,4,791111.0,87,241478
Arunachal Pradesh,2023,4,791113.0,60,164868
Arunachal Pradesh,2023,4,791001.0,50,124355
Arunachal Pradesh,2023,4,792103.0,40,108659
Arunachal Pradesh,2023,4,790104.0,36,146680
Arunachal Pradesh,2023,4,792110.0,35,81825
Arunachal Pradesh,2023,4,791102.0,29,81558
Arunachal Pradesh,2023,4,792001.0,26,60980
Arunachal Pradesh,2023,4,791123.0,24,71486
Arunachal Pradesh,2024,1,791110.0,126,258768
Arunachal Pradesh,2024,1,791111.0,105,296463
Arunachal Pradesh,2024,1,791113.0,83,149366
Arunachal Pradesh,2024,1,791102.0,76,171426
Arunachal Pradesh,2024,1,791001.0,52,128932
Arunachal Pradesh,2024,1,792110.0,48,123833
Arunachal Pradesh,2024,1,792001.0,43,92713
Arunachal Pradesh,2024,1,791109.0,42,66049
Arunachal Pradesh,2024,1,792103.0,40,80498
Arunachal Pradesh,2024,1,790104.0,40,81575
Arunachal Pradesh,2024,2,790104.0,176,109202
Arunachal Pradesh,2024,2,791110.0,124,303724
Arunachal Pradesh,2024,2,791111.0,93,287734
Arunachal Pradesh,2024,2,791113.0,64,131979
Arunachal Pradesh,2024,2,791001.0,51,129656
Arunachal Pradesh,2024,2,791102.0,39,95471
Arunachal Pradesh,2024,2,792110.0,38,102160
Arunachal Pradesh,2024,2,792001.0,37,51507
Arunachal Pradesh,2024,2,790116.0,34,70161
Arunachal Pradesh,2024,2,792103.0,34,77380
Arunachal Pradesh,2024,3,791111.0,95,275822
Arunachal Pradesh,2024,3,791110.0,84,171154
