States,Years,Quarter,Pincodes,Transaction_count,Transaction_amount
Andaman & Nicobar,2018,1,744101.0,1622,2769298
Andaman & Nicobar,2018,1,744103.0,1223,2238042
Andaman & Nicobar,2018,1,744102.0,969,3519060
Andaman & Nicobar,2018,1,744105.0,685,1298561
Andaman & Nicobar,2018,1,744104.0,340,1039715
Andaman & Nicobar,2018,1,744107.0,302,556060
Andaman & Nicobar,2018,1,744301.0,283,445739
Andaman & Nicobar,2018,1,744112.0,269,333710
Andaman & Nicobar,2018,1,744202.0,193,238914
Andaman & Nicobar,2018,1,744302.0,168,547470
Andaman & Nicobar,2018,2,744101.0,2701,6310090
Andaman & Nicobar,2018,2,744103.0,1965,4752147
Andaman & Nicobar,2018,2,744102.0,1525,5810268
Andaman & Nicobar,2018,2,744105.0,997,2200333
Andaman & Nicobar,2018,2,744301.0,767,1953749
Andaman & Nicobar,2018,2,744104.0,659,1650346
Andaman & Nicobar,2018,2,744107.0,594,1601570
Andaman & Nicobar,2018,2,744112.0,432,578829
Andaman & Nicobar,2018,2,744202.0,405,626524
Andaman & Nicobar,2018,2,744302.0,291,1026590
Andaman & Nicobar,2018,3,744101.0,3462,10833893
Andaman & Nicobar,2018,3,744103.0,3182,10184154
Andaman & Nicobar,2018,3,744102.0,2224,10365275
Andaman & Nicobar,2018,3,744105.0,1613,5152534
Andaman & Nicobar,2018,3,744104.0,1029,2588078
Andaman & Nicobar,2018,3,744301.0,975,4256576
Andaman & Nicobar,2018,3,744112.0,579,1145816
Andaman & Nicobar,2018,3,744107.0,547,1492405
Andaman & Nicobar,2018,3,744302.0,417,1976782
Andaman & Nicobar,2018,3,744202.0,341,2099404
Andaman & Nicobar,2018,4,744101.0,4674,16392855
Andaman & Nicobar,2018,4,744103.0,4576,17022520
Andaman & Nicobar,2018,4,744102.0,3306,17019977
Andaman & Nicobar,2018,4,744105.0,2513,9935283
Andaman & Nicobar,2018,4,744104.0,1432,6091758
Andaman & Nicobar,2018,4,744211.0,1225,3451360
Andaman & Nicobar,2018,4,744301.0,928,4606294
Andaman & Nicobar,2018,4,744112.0,759,2208675
Andaman & Nicobar,2018,4,744107.0,747,1825660
Andaman & Nicobar,2018,4,744202.0,702,3797054
Andaman & Nicobar,2019,1,744103.0,5742,19401965
Andaman & Nicobar,2019,1,744101.0,5156,15501306
Andaman & Nicobar,2019,1,744102.0,3925,16683547
Andaman & Nicobar,2019,1,744105.0,3553,11588669
Andaman & Nicobar,2019,1,744104.0,2833,9141657
Andaman & Nicobar,2019,1,744211.0,1511,5794838
Andaman & Nicobar,2019,1,744202.0,1112,3613381
Andaman & Nicobar,2019,1,744107.0,1029,3592930
Andaman & Nicobar,2019,1,744301.0,920,4652963
Andaman & Nicobar,2019,1,744112.0,802,1893719
Andaman & Nicobar,2019,2,744104.0,6142,15625677
Andaman & Nicobar,2019,2,744103.0,5847,23751450
Andaman & Nicobar,2019,2,744101.0,4863,19061125
Andaman & Nicobar,2019,2,744102.0,4120,18948734
Andaman & Nicobar,2019,2,744105.0,3500,13418692
Andaman & Nicobar,2019,2,744202.0,1153,3619993
Andaman & Nicobar,2019,2,744107.0,1124,2967445
Andaman & Nicobar,2019,2,744211.0,1047,3168332
Andaman & Nicobar,2019,2,744301.0,1007,4849285
Andaman & Nicobar,2019,2,744112.0,763,2928100
Andaman & Nicobar,2019,3,744103.0,5680,19906337
Andaman & Nicobar,2019,3,744101.0,5606,18745152
Andaman & Nicobar,2019,3,744104.0,4786,15754793
Andaman & Nicobar,2019,3,744102.0,3643,14572606
Andaman & Nicobar,2019,3,744105.0,3512,11767224
Andaman & Nicobar,2019,3,744202.0,1417,3875602
Andaman & Nicobar,2019,3,744301.0,1402,6195497
Andaman & Nicobar,2019,3,744211.0,1118,2983697
Andaman & Nicobar,2019,3,744107.0,914,1988300
Andaman & Nicobar,2019,3,744112.0,833,2198832
Andaman & Nicobar,2019,4,744104.0,6633,20626643
Andaman & Nicobar,2019,4,744101.0,5282,23247752
Andaman & Nicobar,2019,4,744103.0,4840,19792508
Andaman & Nicobar,2019,4,744105.0,3528,15302141
Andaman & Nicobar,2019,4,744102.0,3237,15350445
Andaman & Nicobar,2019,4,744202.0,1783,5800017
Andaman & Nicobar,2019,4,744211.0,1596,7908265
Andaman & Nicobar,2019,4,744301.0,1549,7056479
Andaman & Nicobar,2019,4,744201.0,886,946768
Andaman & Nicobar,2019,4,744107.0,777,3030369
Andaman & Nicobar,2020,1,744101.0,11793,58229349
Andaman & Nicobar,2020,1,744103.0,5870,22009443
Andaman & Nicobar,2020,1,744105.0,4635,16774043
Andaman & Nicobar,2020,1,744102.0,3820,14517706
Andaman & Nicobar,2020,1,744211.0,1837,8425388
Andaman & Nicobar,2020,1,744301.0,1819,6901162
Andaman & Nicobar,2020,1,744202.0,1794,5037742
Andaman & Nicobar,2020,1,744104.0,1302,5293130
Andaman & Nicobar,2020,1,744201.0,1157,1242639
Andaman & Nicobar,2020,1,744107.0,1043,2990354
Andaman & Nicobar,2020,2,744101.0,11868,48293323
Andaman & Nicobar,2020,2,744103.0,10035,26197536
Andaman & Nicobar,2020,2,744105.0,9341,23203020
Andaman & Nicobar,2020,2,744102.0,6012,17786751
Andaman & Nicobar,2020,2,744202.0,3722,8924121
Andaman & Nicobar,2020,2,744107.0,2555,3980471
Andaman & Nicobar,2020,2,744301.0,2275,9055233
Andaman & Nicobar,2020,2,744211.0,2045,3319718
Andaman & Nicobar,2020,2,744205.0,1847,4459065
Andaman & Nicobar,2020,2,744104.0,1840,3334592
Andaman & Nicobar,2020,3,744101.0,24386,100439120
Andaman & Nicobar,2020,3,744103.0,21272,60332279
Andaman & Nicobar,2020,3,744105.0,17166,44061507
Andaman & Nicobar,2020,3,744102.0,13934,43077190
Andaman & Nicobar,2020,3,744202.0,5779,11975749
Andaman & Nicobar,2020,3,744107.0,4753,7628019
Andaman & Nicobar,2020,3,744104.0,3468,7353835
Andaman & Nicobar,2020,3,744112.0,3422,6067987
Andaman & Nicobar,2020,3,744301.0,3071,13352611
Andaman & Nicobar,2020,3,744205.0,2991,7535646
Andaman & Nicobar,2020,4,744103.0,46884,138264792
Andaman & Nicobar,2020,4,744101.0,40392,136401368
Andaman & Nicobar,2020,4,744105.0,34410,87838227
Andaman & Nicobar,2020,4,744102.0,26694,76348598
Andaman & Nicobar,2020,4,744202.0,10949,25543799
Andaman & Nicobar,2020,4,744107.0,9743,18083250
Andaman & Nicobar,2020,4,744104.0,7654,19126096
Andaman & Nicobar,2020,4,744112.0,7016,15890275
Andaman & Nicobar,2020,4,744205.0,5118,12002695
Andaman & Nicobar,2020,4,744201.0,5011,6777276
Andaman & Nicobar,2021,1,744101.0,55726,190830957
Andaman & Nicobar,2021,1,744103.0,47328,158404101
Andaman & Nicobar,2021,1,744105.0,35467,111571687
Andaman & Nicobar,2021,1,744102.0,23957,80750049
Andaman & Nicobar,2021,1,744211.0,10648,34956328
Andaman & Nicobar,2021,1,744202.0,10597,28127630
Andaman & Nicobar,2021,1,744107.0,8848,19627951
Andaman & Nicobar,2021,1,744104.0,8799,27854307
Andaman & Nicobar,2021,1,744112.0,7113,21084790
Andaman & Nicobar,2021,1,744301.0,5630,22671937
Andaman & Nicobar,2021,2,744101.0,73334,227585493
Andaman & Nicobar,2021,2,744103.0,66321,174752815
Andaman & Nicobar,2021,2,744105.0,52645,134835744
Andaman & Nicobar,2021,2,744102.0,34289,100890427
Andaman & Nicobar,2021,2,744202.0,16476,40647908
Andaman & Nicobar,2021,2,744107.0,14524,24690582
Andaman & Nicobar,2021,2,744104.0,11278,28333852
Andaman & Nicobar,2021,2,744211.0,10182,20377949
Andaman & Nicobar,2021,2,744112.0,9635,21637658
Andaman & Nicobar,2021,2,744301.0,8463,27666837
Andaman & Nicobar,2021,3,744101.0,116324,388328169
Andaman & Nicobar,2021,3,744103.0,84790,246433386
Andaman & Nicobar,2021,3,744105.0,67257,185238368
Andaman & Nicobar,2021,3,744102.0,43850,131239564
Andaman & Nicobar,2021,3,744202.0,19088,48475164
Andaman & Nicobar,2021,3,744107.0,16203,37962312
Andaman & Nicobar,2021,3,744104.0,14657,35301326
Andaman & Nicobar,2021,3,744112.0,11565,28491554
Andaman & Nicobar,2021,3,744301.0,11553,43464511
Andaman & Nicobar,2021,3,744211.0,9655,19497765
Andaman & Nicobar,2021,4,744101.0,165719,533026208
Andaman & Nicobar,2021,4,744103.0,121613,372243734
Andaman & Nicobar,2021,4,744105.0,95028,281223412
Andaman & Nicobar,2021,4,744102.0,58258,174623253
Andaman & Nicobar,2021,4,744211.0,27938,94222862
Andaman & Nicobar,2021,4,744104.0,25662,69245386
Andaman & Nicobar,2021,4,744202.0,21913,67790798
Andaman & Nicobar,2021,4,744107.0,21397,52036030
Andaman & Nicobar,2021,4,744112.0,18915,55448543
Andaman & Nicobar,2021,4,744301.0,14553,47792331
Andaman & Nicobar,2022,1,744101.0,209941,615978081
Andaman & Nicobar,2022,1,744103.0,157230,399715980
Andaman & Nicobar,2022,1,744105.0,122716,321850609
Andaman & Nicobar,2022,1,744102.0,74883,193336550
Andaman & Nicobar,2022,1,744104.0,32471,72915522
Andaman & Nicobar,2022,1,744211.0,30272,86955571
Andaman & Nicobar,2022,1,744107.0,25379,58776728
Andaman & Nicobar,2022,1,744202.0,24022,68519269
Andaman & Nicobar,2022,1,744112.0,23471,55469784
Andaman & Nicobar,2022,1,744301.0,17630,56879992
Andaman & Nicobar,2022,2,744101.0,252722,702122365
Andaman & Nicobar,2022,2,744103.0,230746,561168776
Andaman & Nicobar,2022,2,744105.0,176252,415796517
Andaman & Nicobar,2022,2,744102.0,101551,240451609
Andaman & Nicobar,2022,2,744104.0,47069,94335358
Andaman & Nicobar,2022,2,744211.0,40245,108788595
Andaman & Nicobar,2022,2,744107.0,36402,82851065
Andaman & Nicobar,2022,2,744112.0,32548,70178309
Andaman & Nicobar,2022,2,744202.0,27750,84587979
Andaman & Nicobar,2022,2,744301.0,26170,74485463
Andaman & Nicobar,2022,3,744104.0,497273,951370315
Andaman & Nicobar,2022,3,744103.0,259994,545653686
Andaman & Nicobar,2022,3,744101.0,213864,444967256
Andaman & Nicobar,2022,3,744105.0,208055,438754612
Andaman & Nicobar,2022,3,744102.0,114416,239581587
Andaman & Nicobar,2022,3,744107.0,40466,85492008
Andaman & Nicobar,2022,3,744112.0,38350,74030563
Andaman & Nicobar,2022,3,744211.0,37918,89671382
Andaman & Nicobar,2022,3,744202.0,29918,85509006
Andaman & Nicobar,2022,3,744301.0,27668,70002553
Andaman & Nicobar,2022,4,744104.0,684366,1309407988
Andaman & Nicobar,2022,4,744103.0,304600,612929267
Andaman & Nicobar,2022,4,744105.0,258097,505662756
Andaman & Nicobar,2022,4,744101.0,243494,467192496
Andaman & Nicobar,2022,4,744102.0,134923,264371700
Andaman & Nicobar,2022,4,744211.0,56491,137253268
Andaman & Nicobar,2022,4,744107.0,54192,104539818
Andaman & Nicobar,2022,4,744112.0,46364,82461782
Andaman & Nicobar,2022,4,744202.0,34689,94217165
Andaman & Nicobar,2022,4,744301.0,33669,82466591
Andaman & Nicobar,2023,1,744103.0,503053,969594706
Andaman & Nicobar,2023,1,744105.0,418090,774570559
Andaman & Nicobar,2023,1,744101.0,403456,749508057
Andaman & Nicobar,2023,1,744102.0,222855,427240840
Andaman & Nicobar,2023,1,744104.0,118286,201531285
Andaman & Nicobar,2023,1,744211.0,107424,263885620
Andaman & Nicobar,2023,1,744107.0,92715,168098531
Andaman & Nicobar,2023,1,744112.0,76246,131598911
Andaman & Nicobar,2023,1,744202.0,59440,165959850
Andaman & Nicobar,2023,1,744301.0,55605,111713635
Andaman & Nicobar,2023,2,744103.0,597774,1119274409
Andaman & Nicobar,2023,2,744105.0,507585,916209552
Andaman & Nicobar,2023,2,744101.0,486154,824857096
Andaman & Nicobar,2023,2,744102.0,269165,458977445
Andaman & Nicobar,2023,2,744104.0,134785,205244167
Andaman & Nicobar,2023,2,744107.0,114795,194986633
Andaman & Nicobar,2023,2,744211.0,106510,222510323
Andaman & Nicobar,2023,2,744112.0,89784,147571191
Andaman & Nicobar,2023,2,744202.0,72315,211302035
Andaman & Nicobar,2023,2,744301.0,63841,134197959
Andaman & Nicobar,2023,3,744103.0,697625,1158992204
Andaman & Nicobar,2023,3,744105.0,594280,962825309
Andaman & Nicobar,2023,3,744101.0,561910,880223225
Andaman & Nicobar,2023,3,744102.0,301979,500512890
Andaman & Nicobar,2023,3,744104.0,144283,201467258
Andaman & Nicobar,2023,3,744107.0,126430,192271794
Andaman & Nicobar,2023,3,744211.0,122188,205773943
Andaman & Nicobar,2023,3,744112.0,102093,142609621
Andaman & Nicobar,2023,3,744202.0,81233,229651761
Andaman & Nicobar,2023,3,744301.0,72307,142757567
Andaman & Nicobar,2023,4,744103.0,817988,1376084403
Andaman & Nicobar,2023,4,744105.0,687868,1111327351
Andaman & Nicobar,2023,4,744101.0,665217,1030639279
Andaman & Nicobar,2023,4,744102.0,343773,550517935
Andaman & Nicobar,2023,4,744211.0,208914,434254474
Andaman & Nicobar,2023,4,744104.0,180753,276651786
Andaman & Nicobar,2023,4,744107.0,150575,215238085
Andaman & Nicobar,2023,4,744112.0,121589,178498997
Andaman & Nicobar,2023,4,744301.0,92294,197278662
Andaman & Nicobar,2023,4,744202.0,91113,233493969
Andaman & Nicobar,2024,1,744103.0,915265,1466185445
Andaman & Nicobar,2024,1,744105.0,788690,1238176536
Andaman & Nicobar,2024,1,744101.0,729163,1111938725
Andaman & Nicobar,2024,1,744102.0,410733,635568629
Andaman & Nicobar,2024,1,744211.0,242702,502855645
Andaman & Nicobar,2024,1,744104.0,198252,287097896
Andaman & Nicobar,2024,1,744107.0,175286,238542585
Andaman & Nicobar,2024,1,744112.0,136050,198931121
Andaman & Nicobar,2024,1,744202.0,110787,274596943
Andaman & Nicobar,2024,1,744301.0,96150,182352308
Andaman & Nicobar,2024,2,744103.0,1017612,1578925731
Andaman & Nicobar,2024,2,744105.0,893820,1374445615
Andaman & Nicobar,2024,2,744101.0,811341,1158296326
Andaman & Nicobar,2024,2,744102.0,457481,690786139
Andaman & Nicobar,2024,2,744211.0,224583,411320695
Andaman & Nicobar,2024,2,744107.0,215143,279183707
Andaman & Nicobar,2024,2,744104.0,203691,288479778
Andaman & Nicobar,2024,2,744112.0,149015,212749987
Andaman & Nicobar,2024,2,744202.0,133606,309640750
Andaman & Nicobar,2024,2,744301.0,103555,192116394
Andaman & Nicobar,2024,3,744103.0,1447958,2053970205
Andaman & Nicobar,2024,3,744105.0,693711,961929148
Andaman & Nicobar,2024,3,744102.0,687213,994056767
Andaman & Nicobar,2024,3,744104.0,617317,839095587
Andaman & Nicobar,2024,3,744101.0,397378,543823715
Andaman & Nicobar,2024,3,744106.0,209731,260739712
Andaman & Nicobar,2024,3,744211.0,197101,284906813
Andaman & Nicobar,2024,3,744107.0,179048,222331863
Andaman & Nicobar,2024,3,744202.0,155096,325950998
Andaman & Nicobar,2024,3,744301.0,117129,221810524
Andaman & Nicobar,2024,4,744103.0,1624936,2327920210
Andaman & Nicobar,2024,4,744105.0,788313,1111527475
Andaman & Nicobar,2024,4,744104.0,750691,1054506007
Andaman & Nicobar,2024,4,744102.0,745988,1083724002
Andaman & Nicobar,2024,4,744101.0,444657,622167677
Andaman & Nicobar,2024,4,744211.0,316142,549541741
Andaman & Nicobar,2024,4,744106.0,247889,331449895
Andaman & Nicobar,2024,4,744107.0,195688,249976872
Andaman & Nicobar,2024,4,744202.0,177499,343623904
Andaman & Nicobar,2024,4,744301.0,130704,238936987
Andhra Pradesh,2018,1,517501.0,110496,163487279
Andhra Pradesh,2018,1,520001.0,96883,170605901
Andhra Pradesh,2018,1,515001.0,92754,133522311
Andhra Pradesh,2018,1,517507.0,88132,127450018
Andhra Pradesh,2018,1,516001.0,84644,131194266
Andhra Pradesh,2018,1,518502.0,82421,68040306
Andhra Pradesh,2018,1,530016.0,81891,140880970
Andhra Pradesh,2018,1,520010.0,69581,119009922
Andhra Pradesh,2018,1,516360.0,68340,101612119
Andhra Pradesh,2018,1,518501.0,68193,81006513
Andhra Pradesh,2018,2,517501.0,165506,305629373
Andhra Pradesh,2018,2,518502.0,140893,127814124
Andhra Pradesh,2018,2,515001.0,129798,285924994
Andhra Pradesh,2018,2,517507.0,127731,243405278
Andhra Pradesh,2018,2,520001.0,123176,271911611
Andhra Pradesh,2018,2,516001.0,114806,242175478
Andhra Pradesh,2018,2,530016.0,111874,235770318
Andhra Pradesh,2018,2,520010.0,100630,220730390
Andhra Pradesh,2018,2,516360.0,96619,197068814
Andhra Pradesh,2018,2,518501.0,93442,163942778
Andhra Pradesh,2018,3,518502.0,1300146,709765830
Andhra Pradesh,2018,3,533437.0,421968,240766495
Andhra Pradesh,2018,3,518501.0,296154,291247919
Andhra Pradesh,2018,3,517501.0,295403,466133619
Andhra Pradesh,2018,3,515001.0,276595,438158383
Andhra Pradesh,2018,3,530016.0,234494,380410223
Andhra Pradesh,2018,3,517507.0,233347,386563859
Andhra Pradesh,2018,3,516259.0,220165,109844219
Andhra Pradesh,2018,3,520011.0,213275,291805923
Andhra Pradesh,2018,3,520001.0,206435,371140000
Andhra Pradesh,2018,4,518502.0,441662,332201263
Andhra Pradesh,2018,4,517501.0,423357,714887920
Andhra Pradesh,2018,4,530016.0,367619,575982481
Andhra Pradesh,2018,4,515001.0,355695,651952971
Andhra Pradesh,2018,4,517507.0,318300,594747982
Andhra Pradesh,2018,4,530003.0,277131,356075794
Andhra Pradesh,2018,4,516001.0,269798,572252390
Andhra Pradesh,2018,4,520010.0,250261,492229977
Andhra Pradesh,2018,4,530017.0,248725,326891429
Andhra Pradesh,2018,4,518501.0,248520,357423402
Andhra Pradesh,2019,1,530001.0,950821,1529039458
Andhra Pradesh,2019,1,517501.0,922416,1244725311
Andhra Pradesh,2019,1,520001.0,814616,1462807206
Andhra Pradesh,2019,1,530016.0,684611,960022482
Andhra Pradesh,2019,1,517507.0,671661,1009128525
Andhra Pradesh,2019,1,515001.0,609682,1009938284
Andhra Pradesh,2019,1,518502.0,545426,389782597
Andhra Pradesh,2019,1,530003.0,527667,590799503
Andhra Pradesh,2019,1,530017.0,472914,531596256
Andhra Pradesh,2019,1,520010.0,460133,774931063
Andhra Pradesh,2019,2,530001.0,2602865,5218795716
Andhra Pradesh,2019,2,520001.0,1828617,3823390190
Andhra Pradesh,2019,2,517501.0,949187,1669949939
Andhra Pradesh,2019,2,522001.0,839909,1759418776
Andhra Pradesh,2019,2,530016.0,793798,1257915826
Andhra Pradesh,2019,2,517507.0,760335,1412863012
Andhra Pradesh,2019,2,515001.0,567306,1282118916
Andhra Pradesh,2019,2,530003.0,520142,718170914
Andhra Pradesh,2019,2,520010.0,490697,973983825
Andhra Pradesh,2019,2,530017.0,480905,650710126
Andhra Pradesh,2019,3,530001.0,2944756,6693257654
Andhra Pradesh,2019,3,520001.0,1905190,4414503366
Andhra Pradesh,2019,3,517501.0,1434209,2203932856
Andhra Pradesh,2019,3,530016.0,1196020,1658162549
Andhra Pradesh,2019,3,517507.0,1060513,1854927352
Andhra Pradesh,2019,3,522001.0,1003916,2216532549
Andhra Pradesh,2019,3,515001.0,868052,1667826832
Andhra Pradesh,2019,3,530003.0,858005,970993081
Andhra Pradesh,2019,3,530017.0,799271,911939243
Andhra Pradesh,2019,3,530026.0,711726,1095056836
Andhra Pradesh,2019,4,530001.0,4185063,9160387223
Andhra Pradesh,2019,4,520001.0,2544877,5933007157
Andhra Pradesh,2019,4,517501.0,1920211,3073084030
Andhra Pradesh,2019,4,530016.0,1591033,2295184224
Andhra Pradesh,2019,4,530026.0,1438154,2509394596
Andhra Pradesh,2019,4,517507.0,1406768,2478459133
Andhra Pradesh,2019,4,522001.0,1324202,2927313968
Andhra Pradesh,2019,4,515001.0,1202983,2376869517
Andhra Pradesh,2019,4,530003.0,1131832,1339103328
Andhra Pradesh,2019,4,530017.0,1084796,1266927471
Andhra Pradesh,2020,1,530026.0,6695271,15258657487
Andhra Pradesh,2020,1,517501.0,2196548,3731404466
Andhra Pradesh,2020,1,530016.0,1661816,2593325339
Andhra Pradesh,2020,1,517507.0,1554974,2719620696
Andhra Pradesh,2020,1,515001.0,1346804,2696427931
Andhra Pradesh,2020,1,530003.0,1159480,1519955259
Andhra Pradesh,2020,1,524002.0,1125194,2653339804
Andhra Pradesh,2020,1,530017.0,1104748,1412381496
Andhra Pradesh,2020,1,520010.0,1098395,2059547223
Andhra Pradesh,2020,1,522001.0,1058410,2575723775
Andhra Pradesh,2020,2,530026.0,4994637,12817902607
Andhra Pradesh,2020,2,517501.0,1708935,3203679955
Andhra Pradesh,2020,2,517507.0,1575118,2854711069
Andhra Pradesh,2020,2,524002.0,1553283,3993963026
Andhra Pradesh,2020,2,530016.0,1067022,1893629834
Andhra Pradesh,2020,2,516001.0,1066066,2616099329
Andhra Pradesh,2020,2,515001.0,1026587,2447755903
Andhra Pradesh,2020,2,518002.0,979822,2015820866
Andhra Pradesh,2020,2,522001.0,963666,2678051229
Andhra Pradesh,2020,2,520002.0,956641,2767045048
Andhra Pradesh,2020,3,524002.0,5194663,13718743729
Andhra Pradesh,2020,3,530026.0,4159532,10383207818
Andhra Pradesh,2020,3,517501.0,2735691,5544720473
Andhra Pradesh,2020,3,516001.0,2534360,6637577271
Andhra Pradesh,2020,3,517507.0,2306174,4594510974
Andhra Pradesh,2020,3,520002.0,2238996,6543183825
Andhra Pradesh,2020,3,530016.0,1921871,3560898943
Andhra Pradesh,2020,3,515001.0,1669413,4116758527
Andhra Pradesh,2020,3,522001.0,1625687,4701116489
Andhra Pradesh,2020,3,518002.0,1514873,3352462441
Andhra Pradesh,2020,4,524002.0,5029692,12810644736
Andhra Pradesh,2020,4,530026.0,4235146,9849636860
Andhra Pradesh,2020,4,517501.0,4125544,7866883789
Andhra Pradesh,2020,4,517507.0,3420778,6749696776
Andhra Pradesh,2020,4,516001.0,3119905,8005247952
Andhra Pradesh,2020,4,530016.0,2981818,5591062751
Andhra Pradesh,2020,4,515001.0,2821800,6442101737
Andhra Pradesh,2020,4,518002.0,2219953,4809927718
Andhra Pradesh,2020,4,520010.0,2170458,4679865894
Andhra Pradesh,2020,4,530017.0,2027751,3252434513
Andhra Pradesh,2021,1,524002.0,7269657,16698428355
Andhra Pradesh,2021,1,530026.0,5875319,13567044097
Andhra Pradesh,2021,1,517501.0,4354325,8224302893
Andhra Pradesh,2021,1,520002.0,3591058,9183853695
Andhra Pradesh,2021,1,517507.0,3378549,6593121541
Andhra Pradesh,2021,1,530016.0,3144495,5679150412
Andhra Pradesh,2021,1,516001.0,2941623,7434205012
Andhra Pradesh,2021,1,515001.0,2815993,6225481723
Andhra Pradesh,2021,1,522001.0,2584588,6753205747
Andhra Pradesh,2021,1,520010.0,2291676,4716738890
Andhra Pradesh,2021,2,524002.0,11023032,25519404147
Andhra Pradesh,2021,2,530026.0,7850540,19042845773
Andhra Pradesh,2021,2,520002.0,5441708,14948864291
Andhra Pradesh,2021,2,517501.0,4614209,9215678010
Andhra Pradesh,2021,2,517507.0,3834825,7940105016
Andhra Pradesh,2021,2,522001.0,3427039,9832657321
Andhra Pradesh,2021,2,515001.0,3052771,7213837063
Andhra Pradesh,2021,2,530016.0,2892664,5705916881
Andhra Pradesh,2021,2,516001.0,2613562,7256266064
Andhra Pradesh,2021,2,518002.0,2553688,5906664131
Andhra Pradesh,2021,3,524002.0,10701326,23300508691
Andhra Pradesh,2021,3,530026.0,9780096,22841763578
Andhra Pradesh,2021,3,517501.0,5982442,11419848822
Andhra Pradesh,2021,3,520002.0,5320101,14633600592
Andhra Pradesh,2021,3,517507.0,4866065,9768221618
Andhra Pradesh,2021,3,522001.0,4242875,11355623169
Andhra Pradesh,2021,3,530016.0,4177023,7797927714
Andhra Pradesh,2021,3,515001.0,4040160,8752025049
Andhra Pradesh,2021,3,516001.0,3370675,8720115499
Andhra Pradesh,2021,3,520010.0,3206301,6832329072
Andhra Pradesh,2021,4,524002.0,14158439,30358274591
Andhra Pradesh,2021,4,530026.0,10216678,24428085477
Andhra Pradesh,2021,4,517501.0,7246667,13514835187
Andhra Pradesh,2021,4,517507.0,5790910,11415016234
Andhra Pradesh,2021,4,520002.0,5716025,15397268124
Andhra Pradesh,2021,4,530016.0,5252680,9484946023
Andhra Pradesh,2021,4,522001.0,4989759,13298088500
Andhra Pradesh,2021,4,515001.0,4892740,10235401678
Andhra Pradesh,2021,4,520010.0,4198904,8551737728
Andhra Pradesh,2021,4,516001.0,4058071,10324818012
Andhra Pradesh,2022,1,524002.0,16133298,35123754551
Andhra Pradesh,2022,1,530026.0,10293117,25355928766
Andhra Pradesh,2022,1,517501.0,8062447,14807178133
Andhra Pradesh,2022,1,517507.0,6660899,12913687867
Andhra Pradesh,2022,1,520002.0,6254668,16297042494
Andhra Pradesh,2022,1,522001.0,5691035,15226428278
Andhra Pradesh,2022,1,515001.0,5585462,11393585212
Andhra Pradesh,2022,1,530016.0,5554647,9991176892
Andhra Pradesh,2022,1,516001.0,4513789,11365056780
Andhra Pradesh,2022,1,520010.0,4492155,9108501442
Andhra Pradesh,2022,2,524002.0,18822839,40556750378
Andhra Pradesh,2022,2,530026.0,12256092,29600523030
Andhra Pradesh,2022,2,517501.0,9320394,17071503296
Andhra Pradesh,2022,2,517507.0,7667416,14863715365
Andhra Pradesh,2022,2,520002.0,7584902,19447767872
Andhra Pradesh,2022,2,530016.0,6470271,11522114399
Andhra Pradesh,2022,2,515001.0,6291639,12847256630
Andhra Pradesh,2022,2,522001.0,6073875,16041957320
Andhra Pradesh,2022,2,520010.0,5301338,10747157086
Andhra Pradesh,2022,2,516001.0,4927880,12452111308
Andhra Pradesh,2022,3,530026.0,10427710,24452749355
Andhra Pradesh,2022,3,517501.0,9028550,16685152652
Andhra Pradesh,2022,3,517507.0,7638906,14893051969
Andhra Pradesh,2022,3,524002.0,6897466,17798259712
Andhra Pradesh,2022,3,522001.0,6608575,14799455202
Andhra Pradesh,2022,3,520002.0,6370783,17359205739
Andhra Pradesh,2022,3,530016.0,6352195,11280121650
Andhra Pradesh,2022,3,515001.0,6120942,12350133591
Andhra Pradesh,2022,3,520010.0,5372903,10801020195
Andhra Pradesh,2022,3,516001.0,5350632,13517253500
Andhra Pradesh,2022,4,530026.0,10249750,23326515678
Andhra Pradesh,2022,4,517501.0,9601016,17160601029
Andhra Pradesh,2022,4,517507.0,8255182,15452889827
Andhra Pradesh,2022,4,530016.0,6770365,11575693177
Andhra Pradesh,2022,4,515001.0,6566772,12647557282
Andhra Pradesh,2022,4,522001.0,6419773,13879436431
Andhra Pradesh,2022,4,520010.0,5887349,11108836640
Andhra Pradesh,2022,4,518002.0,5810257,12488419884
Andhra Pradesh,2022,4,520002.0,5685286,14883019280
Andhra Pradesh,2022,4,516001.0,5545373,13027211099
Andhra Pradesh,2023,1,517501.0,15726677,25326343019
Andhra Pradesh,2023,1,517507.0,14231038,24727126661
Andhra Pradesh,2023,1,530016.0,11205270,18608492919
Andhra Pradesh,2023,1,515001.0,11202633,20163905001
Andhra Pradesh,2023,1,520010.0,9654796,17557392337
Andhra Pradesh,2023,1,518002.0,8884834,16390389002
Andhra Pradesh,2023,1,516001.0,8730141,19045859096
Andhra Pradesh,2023,1,520011.0,8055364,14095375533
Andhra Pradesh,2023,1,520007.0,7967416,15216553606
Andhra Pradesh,2023,1,530026.0,7954047,13507938696
Andhra Pradesh,2023,2,517501.0,17533692,27847769343
Andhra Pradesh,2023,2,517507.0,16071649,27735983775
Andhra Pradesh,2023,2,530016.0,12677134,20503632033
Andhra Pradesh,2023,2,515001.0,12455688,22351199564
Andhra Pradesh,2023,2,520010.0,10965771,19535374795
